venta_id,fecha,marca,categoria,producto,preciounitario,precioventafinalunitario,cantidadvendida,totalventa
498,2025-03-10 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$268.00,5,"$1,340.00"
499,2024-11-18 17:49:02,HP,Accesorio,HP Omen Gaming Mouse,$75.00,$130.00,1,$130.00
500,2025-03-25 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$255.00,2,$510.00
501,2024-08-26 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$138.00,4,$552.00
502,2025-06-11 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$127.00,2,$254.00
503,2025-01-14 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$250.00,4,"$1,000.00"
504,2024-08-05 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$176.00,2,$352.00
505,2025-01-30 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$123.00,4,$492.00
506,2025-06-24 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$117.00,1,$117.00
507,2024-09-05 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$593.00,2,"$1,186.00"
508,2024-11-12 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$410.00,5,"$2,050.00"
509,2025-06-03 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$329.00,4,"$1,316.00"
510,2025-04-10 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$174.00,5,$870.00
511,2024-07-14 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$160.00,3,$480.00
512,2025-06-21 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$177.00,4,$708.00
513,2025-02-27 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$317.00,5,"$1,585.00"
514,2024-08-13 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$161.00,5,$805.00
515,2025-05-14 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$100.00,1,$100.00
516,2025-02-16 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$201.00,1,$201.00
517,2025-05-30 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$357.00,5,"$1,785.00"
518,2024-09-20 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,$999.00,4,"$3,996.00"
519,2024-08-06 17:49:02,LG,Monitor,LG 27UL850,$400.00,$450.00,4,"$1,800.00"
520,2024-11-15 17:49:02,Cisco,Red,Cisco RV340,$170.00,$247.00,3,$741.00
521,2024-10-03 17:49:02,NVIDIA,Componente,NVIDIA Quadro P2200,$450.00,$523.00,3,"$1,569.00"
522,2024-12-14 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$721.00,5,"$3,605.00"
523,2025-01-22 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$196.00,3,$588.00
524,2024-09-11 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$124.00,5,$620.00
525,2025-02-27 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$123.00,1,$123.00
526,2024-09-08 17:49:02,Razer,Accesorio,Razer Kraken Tournament,$130.00,$170.00,1,$170.00
527,2024-10-19 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$156.00,4,$624.00
528,2024-07-21 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$682.00,2,"$1,364.00"
529,2024-11-05 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$196.00,4,$784.00
530,2024-10-01 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$190.00,2,$380.00
531,2025-02-08 17:49:02,Seagate,Componentes,Seagate FireCuda 510 SSD 500GB,$170.00,$223.00,3,$669.00
532,2025-04-14 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$224.00,1,$224.00
533,2024-12-09 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$260.00,2,$520.00
534,2025-07-07 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$757.00,5,"$3,785.00"
535,2025-01-16 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$203.00,4,$812.00
536,2024-09-29 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$354.00,5,"$1,770.00"
537,2024-11-10 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$257.00,4,"$1,028.00"
538,2024-07-07 17:49:02,HP,Scanner,HP ScanJet Pro,$120.00,$198.00,2,$396.00
539,2024-07-12 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$864.00,2,"$1,728.00"
540,2025-06-03 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$250.00,3,$750.00
541,2025-06-18 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$867.00,4,"$3,468.00"
542,2024-09-05 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$348.00,5,"$1,740.00"
543,2025-03-07 17:49:02,Corsair,Accesorio,Corsair Scimitar,$80.00,$154.00,5,$770.00
544,2025-02-26 17:49:02,ASUS,Desktop,ASUS ExpertCenter,$630.00,$675.00,5,"$3,375.00"
545,2024-10-22 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$249.00,5,"$1,245.00"
546,2024-09-15 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$273.00,4,"$1,092.00"
547,2024-07-22 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$188.00,1,$188.00
548,2024-10-16 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$235.00,1,$235.00
549,2025-02-22 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,096.00",1,"$1,096.00"
550,2025-01-25 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$699.00,1,$699.00
551,2025-02-21 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,100.00",1,"$1,100.00"
552,2024-11-11 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$146.00,5,$730.00
553,2025-05-30 17:49:02,Dell,Laptop,Dell Inspiron 15,$850.00,$912.00,3,"$2,736.00"
554,2024-09-25 17:49:02,Epson,Scanner,Epson Perfection V39,$90.00,$152.00,5,$760.00
555,2025-05-12 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$130.00,3,$390.00
556,2025-06-06 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$260.00,1,$260.00
557,2025-01-17 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$188.00,2,$376.00
558,2024-11-24 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$172.00,4,$688.00
559,2024-07-09 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$165.00,2,$330.00
560,2025-06-27 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$190.00,4,$760.00
561,2025-06-05 17:49:02,Cisco,Red,Cisco RV340,$170.00,$239.00,2,$478.00
562,2025-06-01 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$130.00,3,$390.00
563,2025-06-24 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$403.00,3,"$1,209.00"
564,2024-11-26 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$281.00,5,"$1,405.00"
565,2025-06-02 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$845.00,1,$845.00
566,2024-07-12 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$394.00,3,"$1,182.00"
567,2025-03-07 17:49:02,Lenovo,Desktop,Lenovo ThinkCentre M720,$600.00,$664.00,5,"$3,320.00"
568,2024-11-13 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$191.00,4,$764.00
569,2024-10-06 17:49:02,Google,Tablet,Google Pixel Slate,$600.00,$651.00,4,"$2,604.00"
570,2025-01-11 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$279.00,2,$558.00
571,2024-07-24 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$144.00,1,$144.00
572,2024-08-01 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$367.00,3,"$1,101.00"
573,2024-09-13 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$301.00,2,$602.00
574,2025-06-14 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$223.00,1,$223.00
575,2025-06-23 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$130.00,3,$390.00
576,2025-01-19 17:49:02,Corsair,Accesorio,Corsair Scimitar,$80.00,$148.00,2,$296.00
577,2025-01-17 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$119.00,5,$595.00
578,2025-04-19 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$448.00,3,"$1,344.00"
579,2024-08-01 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$127.00,5,$635.00
580,2024-12-19 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$306.00,4,"$1,224.00"
581,2025-05-30 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$195.00,5,$975.00
582,2024-12-24 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$343.00,4,"$1,372.00"
583,2024-09-13 17:49:02,SteelSeries,Accesorio,SteelSeries Arctis 7,$150.00,$210.00,5,"$1,050.00"
584,2025-06-11 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$226.00,2,$452.00
585,2025-06-04 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$412.00,2,$824.00
586,2025-03-07 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$245.00,5,"$1,225.00"
587,2025-02-01 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,115.00",2,"$2,230.00"
588,2024-08-02 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$353.00,2,$706.00
589,2024-10-05 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$189.00,2,$378.00
590,2025-03-28 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$226.00,5,"$1,130.00"
591,2025-04-21 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$462.00,4,"$1,848.00"
592,2025-05-25 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$192.00,5,$960.00
593,2024-11-24 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$200.00,2,$400.00
594,2024-10-22 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$140.00,5,$700.00
595,2025-04-10 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$426.00,3,"$1,278.00"
596,2025-03-28 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$374.00,4,"$1,496.00"
597,2024-09-23 17:49:02,TP-Link,Red,TP-Link Deco M5,$200.00,$279.00,1,$279.00
598,2025-06-17 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$871.00,1,$871.00
599,2024-08-12 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$322.00,5,"$1,610.00"
600,2025-04-12 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$453.00,1,$453.00
601,2025-03-29 17:49:02,Lenovo,Laptop,Lenovo ThinkPad E15,$900.00,$979.00,4,"$3,916.00"
602,2024-11-02 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$146.00,3,$438.00
603,2025-03-22 17:49:02,Razer,Accesorio,Razer DeathAdder V2,$70.00,$117.00,1,$117.00
604,2025-07-02 17:49:02,Google,Tablet,Google Pixel Slate,$600.00,$649.00,5,"$3,245.00"
605,2025-02-27 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$135.00,2,$270.00
606,2024-08-24 17:49:02,Razer,Accesorio,Razer DeathAdder V2,$70.00,$126.00,4,$504.00
607,2024-12-29 17:49:02,Epson,Scanner,Epson Perfection V39,$90.00,$158.00,3,$474.00
608,2025-04-30 17:49:02,HP,Accesorio,HP Omen Gaming Mouse,$75.00,$119.00,5,$595.00
609,2025-05-04 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$411.00,1,$411.00
610,2024-07-20 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$866.00,1,$866.00
611,2024-08-02 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$183.00,3,$549.00
612,2025-03-05 17:49:02,Microsoft,Tablet,Surface Go 2,$550.00,$618.00,2,"$1,236.00"
613,2025-02-21 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$416.00,1,$416.00
614,2025-02-08 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$161.00,5,$805.00
615,2025-03-04 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$359.00,5,"$1,795.00"
616,2024-10-05 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$630.00,2,"$1,260.00"
617,2025-01-08 17:49:02,Lenovo,Laptop,Lenovo Yoga 7i,$980.00,"$1,021.00",1,"$1,021.00"
618,2024-07-30 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$223.00,1,$223.00
619,2024-12-05 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$89.00,3,$267.00
620,2024-11-30 17:49:02,Samsung,Componentes,Samsung 970 EVO SSD 1TB,$150.00,$210.00,4,$840.00
621,2025-02-16 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$350.00,2,$700.00
622,2024-08-09 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$303.00,3,$909.00
623,2025-06-22 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$153.00,4,$612.00
624,2024-10-27 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$296.00,5,"$1,480.00"
625,2024-08-30 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$189.00,3,$567.00
626,2025-04-24 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$858.00,4,"$3,432.00"
627,2024-09-27 17:49:02,LG,Monitor,LG 27UL850,$400.00,$463.00,1,$463.00
628,2025-05-05 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$137.00,2,$274.00
629,2024-11-21 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$423.00,4,"$1,692.00"
630,2024-12-02 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,127.00",2,"$2,254.00"
631,2025-02-19 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$226.00,5,"$1,130.00"
632,2025-04-07 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$270.00,4,"$1,080.00"
633,2024-09-14 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$132.00,4,$528.00
634,2025-04-02 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,101.00",4,"$4,404.00"
635,2025-02-19 17:49:02,Dell,Desktop,Dell Inspiron Desktop,$500.00,$554.00,2,"$1,108.00"
636,2024-09-17 17:49:02,NVIDIA,Componente,NVIDIA Quadro P2200,$450.00,$493.00,5,"$2,465.00"
637,2024-09-04 17:49:02,Cisco,Red,Cisco RV340,$170.00,$237.00,4,$948.00
638,2024-10-20 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$112.00,5,$560.00
639,2025-02-26 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$363.00,4,"$1,452.00"
640,2024-10-25 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$314.00,1,$314.00
641,2025-04-18 17:49:02,Seagate,Componentes,Seagate FireCuda 510 SSD 500GB,$170.00,$242.00,1,$242.00
642,2025-03-14 17:49:02,Netgear,Red,Netgear Nighthawk,$120.00,$194.00,4,$776.00
643,2024-11-30 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$105.00,1,$105.00
644,2025-03-14 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$207.00,4,$828.00
645,2024-09-02 17:49:02,Microsoft,Tablet,Surface Go 2,$550.00,$621.00,3,"$1,863.00"
646,2024-08-24 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$165.00,4,$660.00
647,2025-01-23 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$843.00,2,"$1,686.00"
648,2024-09-14 17:49:02,Cisco,Red,Cisco Meraki Go,$220.00,$288.00,3,$864.00
649,2024-08-12 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$876.00,5,"$4,380.00"
650,2024-09-28 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$132.00,1,$132.00
651,2024-07-30 17:49:02,Google,Tablet,Google Pixel Slate,$600.00,$644.00,5,"$3,220.00"
652,2025-01-23 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$255.00,5,"$1,275.00"
653,2024-10-01 17:49:02,Cisco,Red,Cisco Meraki Go,$220.00,$297.00,4,"$1,188.00"
654,2024-08-15 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$863.00,2,"$1,726.00"
655,2025-04-12 17:49:02,HP,Monitor,HP VH240a,$190.00,$236.00,4,$944.00
656,2024-07-16 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$282.00,5,"$1,410.00"
657,2025-05-10 17:49:02,HP,Laptop,HP Pavilion 14,$750.00,$819.00,2,"$1,638.00"
658,2024-08-30 17:49:02,HP,Scanner,HP ScanJet Pro,$120.00,$164.00,5,$820.00
659,2025-02-06 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$771.00,1,$771.00
660,2025-06-03 17:49:02,Lenovo,Desktop,Lenovo ThinkCentre M720,$600.00,$657.00,1,$657.00
661,2025-04-21 17:49:02,HP,Monitor,HP VH240a,$190.00,$264.00,4,"$1,056.00"
662,2024-10-20 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,"$1,019.00",1,"$1,019.00"
663,2024-08-22 17:49:02,Microsoft,Tablet,Surface Go 2,$550.00,$611.00,3,"$1,833.00"
664,2024-12-20 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$377.00,5,"$1,885.00"
665,2025-03-15 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$319.00,4,"$1,276.00"
666,2024-11-11 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$180.00,5,$900.00
667,2024-10-13 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$277.00,3,$831.00
668,2025-07-07 17:49:02,LG,Monitor,LG 27UL850,$400.00,$459.00,4,"$1,836.00"
669,2025-04-13 17:49:02,HP,Desktop,HP EliteDesk 800,$680.00,$755.00,4,"$3,020.00"
670,2024-11-16 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$127.00,5,$635.00
671,2024-10-04 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$379.00,4,"$1,516.00"
672,2024-11-14 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$703.00,3,"$2,109.00"
673,2025-04-09 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$125.00,5,$625.00
674,2024-10-21 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$117.00,3,$351.00
675,2024-08-27 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$153.00,4,$612.00
676,2025-04-04 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$134.00,2,$268.00
677,2024-09-16 17:49:02,D-Link,Red,D-Link COVR-1102,$190.00,$253.00,1,$253.00
678,2025-04-11 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$331.00,1,$331.00
679,2025-03-27 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$156.00,4,$624.00
680,2024-11-14 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$460.00,1,$460.00
681,2025-06-06 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$540.00,5,"$2,700.00"
682,2025-05-05 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,117.00",2,"$2,234.00"
683,2024-10-11 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$179.00,5,$895.00
684,2025-01-02 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$420.00,3,"$1,260.00"
685,2024-07-18 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$178.00,4,$712.00
686,2025-07-03 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$183.00,1,$183.00
687,2025-03-30 17:49:02,Linksys,Red,Linksys Velop,$230.00,$278.00,3,$834.00
688,2025-04-24 17:49:02,ASUS,Desktop,ASUS ExpertCenter,$630.00,$699.00,2,"$1,398.00"
689,2025-05-25 17:49:02,D-Link,Red,D-Link DIR-850L,$80.00,$157.00,3,$471.00
690,2024-07-08 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$158.00,2,$316.00
691,2024-09-21 17:49:02,HP,Monitor,HP VH240a,$190.00,$244.00,2,$488.00
692,2024-12-20 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$228.00,5,"$1,140.00"
693,2025-01-15 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$502.00,1,$502.00
694,2025-04-09 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$302.00,3,$906.00
695,2025-02-01 17:49:02,Lenovo,Laptop,Lenovo ThinkPad E15,$900.00,$940.00,3,"$2,820.00"
696,2024-12-20 17:49:02,Razer,Accesorio,Razer BlackWidow,$120.00,$181.00,3,$543.00
697,2025-04-13 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$141.00,4,$564.00
698,2025-06-25 17:49:02,Dell,Laptop,Dell Inspiron 15,$850.00,$909.00,4,"$3,636.00"
699,2024-09-09 17:49:02,HP,Monitor,HP 24mh,$280.00,$333.00,2,$666.00
700,2024-11-24 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,113.00",2,"$2,226.00"
701,2025-02-03 17:49:02,AMD,Componente,AMD Radeon RX 6900 XT,"$1,000.00","$1,071.00",2,"$2,142.00"
702,2025-04-11 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$478.00,4,"$1,912.00"
703,2025-06-18 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$189.00,2,$378.00
704,2025-04-15 17:49:02,Dell,Laptop,Dell Inspiron 15,$850.00,$905.00,2,"$1,810.00"
705,2025-01-16 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$422.00,5,"$2,110.00"
706,2024-07-11 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$307.00,3,$921.00
707,2025-05-24 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$203.00,2,$406.00
708,2024-11-02 17:49:02,Lenovo,Desktop,Lenovo ThinkCentre M720,$600.00,$645.00,5,"$3,225.00"
709,2024-10-02 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$663.00,1,$663.00
710,2025-01-25 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$668.00,4,"$2,672.00"
711,2024-09-26 17:49:02,AMD,Componente,AMD Radeon Pro W5700,$650.00,$721.00,3,"$2,163.00"
712,2025-05-23 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$404.00,3,"$1,212.00"
713,2024-08-17 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$344.00,1,$344.00
714,2025-05-24 17:49:02,Epson,Impresora,Epson EcoTank ET-4760,$350.00,$423.00,1,$423.00
715,2025-01-30 17:49:02,Seagate,Componentes,Seagate FireCuda 510 SSD 500GB,$170.00,$224.00,3,$672.00
716,2025-04-15 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$271.00,4,"$1,084.00"
717,2025-06-28 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$227.00,2,$454.00
718,2025-04-01 17:49:02,ASUS,Desktop,ASUS ExpertCenter,$630.00,$693.00,5,"$3,465.00"
719,2024-10-29 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$134.00,1,$134.00
720,2025-01-10 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$517.00,3,"$1,551.00"
721,2025-03-29 17:49:02,HP,Monitor,HP 24mh,$280.00,$326.00,2,$652.00
722,2024-09-24 17:49:02,HP,Laptop,HP Spectre x360,"$1,100.00","$1,176.00",5,"$5,880.00"
723,2025-01-06 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$520.00,1,$520.00
724,2025-04-21 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$243.00,3,$729.00
725,2025-03-26 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$158.00,1,$158.00
726,2024-12-17 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$109.00,2,$218.00
727,2024-08-19 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$245.00,2,$490.00
728,2024-11-23 17:49:02,HP,Monitor,HP 24mh,$280.00,$327.00,4,"$1,308.00"
729,2024-11-27 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$147.00,2,$294.00
730,2024-08-03 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$279.00,4,"$1,116.00"
731,2025-06-08 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$316.00,3,$948.00
732,2024-12-03 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$163.00,1,$163.00
733,2025-05-25 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$309.00,5,"$1,545.00"
734,2025-03-26 17:49:02,HP,Laptop,HP Pavilion 14,$750.00,$829.00,1,$829.00
735,2024-12-07 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$257.00,3,$771.00
736,2024-10-21 17:49:02,Lenovo,Desktop,Lenovo IdeaCentre 3,$560.00,$633.00,1,$633.00
737,2025-02-03 17:49:02,Linksys,Red,Linksys Velop,$230.00,$293.00,1,$293.00
738,2024-11-19 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$843.00,2,"$1,686.00"
739,2025-04-01 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$325.00,2,$650.00
740,2025-06-01 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$411.00,2,$822.00
741,2025-05-12 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$273.00,3,$819.00
742,2025-04-22 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$539.00,3,"$1,617.00"
743,2025-02-05 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$715.00,1,$715.00
744,2025-06-03 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$174.00,2,$348.00
745,2025-04-22 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$163.00,5,$815.00
746,2024-07-20 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$179.00,4,$716.00
